,Name,price,ranking,rating,# of Images,# of videos,desc,desc words,keywords
15,Nina Ottosson by Outward Hound Replacement Bones for Dog Puzzle - 5 Pack,$5.49,n/a,4.4 out of 5,2.0,0.0,"These replacement bones for select Nina Ottosson dog puzzles are for replacing damaged or lost bones from the Dog Brick, Dog Smart, and Dog Tornado games. Each pack comes with five replacement bones to keep your pup puzzling and practicing their nosework! Simply place bones over treat compartments in Nina Ottosson's Dog Brick, Dog Smart, or Dog Tornado games. Puzzle games are great for mental stimulation and dog enrichment by testing your dog's problem-solving skills. Remember: No toy parts are indestructible. Do not leave replacement bones with unsupervised pets. Remove and replace if damaged. PLAY BY THE RULES – SAFETY & CARE: When choosing a toy, make sure to choose an appropriate size/style/level for your dog. No toy or game is indestructible. ALWAYS supervise your dog closely, teach your dog how the game/toy works. Do not leave the dog alone with a treat game/toy, do not let the dog chew on the game/toy or pieces. Inspect regularly for damage and remove if broken, or if parts become separated, as serious injury may result. For dogs only, not a children's toy. When empty, store until next supervised use.",186.0,1.0
16,"Fresh Step Extreme Scented Litter with the Power of Febreze, Clumping Cat Litter Mountain Spring, 14 Pounds (Package May Vary)",$9.99,n/a,4.6 out of 5,6.0,3.0,"Fresh Step extreme clumping cat litter is formulated with the power of febreze in mountain spring scent to destroy extreme litter box odors. Now with ammonia block technology, This litter repels the strongest odors from urine and feces and leaves behind a light tropical scent. A paw activated fragrance releases every time your cat uses the litter box, providing odor control as needed without being overpowering. The high quality, clump lock technology in this litter quickly absorbs liquids while trapping odors on contact to form tight clumps, leaving virtually no stinky crumbles after scooping, making cleaning fast and easy. Made with a low dust and pet friendly formula, this cat litter helps keep surfaces cleaner and air clearer with your cat's health and happiness in mind. To refresh and maintain your litter box, every time you scoop just add more Fresh Step scented cat litter.",144.0,2.0
17,"Fresh Step Scented Litter with The Power of Febreze, Clumping Cat Litter",$9.99,n/a,4.6 out of 5,6.0,3.0,"Fresh Step extreme clumping cat litter is formulated with the power of febreze in mountain spring scent to destroy extreme litter box odors. Now with ammonia block technology, This litter repels the strongest odors from urine and feces and leaves behind a light tropical scent. A paw activated fragrance releases every time your cat uses the litter box, providing odor control as needed without being overpowering. The high quality, clump lock technology in this litter quickly absorbs liquids while trapping odors on contact to form tight clumps, leaving virtually no stinky crumbles after scooping, making cleaning fast and easy. Made with a low dust and pet friendly formula, this cat litter helps keep surfaces cleaner and air clearer with your cat's health and happiness in mind. To refresh and maintain your litter box, every time you scoop just add more Fresh Step scented cat litter.",144.0,2.0
18,,,,,,,,,
19,"Fresh Step Extreme Scented Litter with the Power of Febreze, Clumping Cat Litter Mountain Spring, 14 Pounds (Package May Vary)",$9.99,n/a,4.6 out of 5,6.0,3.0,"Fresh Step extreme clumping cat litter is formulated with the power of febreze in mountain spring scent to destroy extreme litter box odors. Now with ammonia block technology, This litter repels the strongest odors from urine and feces and leaves behind a light tropical scent. A paw activated fragrance releases every time your cat uses the litter box, providing odor control as needed without being overpowering. The high quality, clump lock technology in this litter quickly absorbs liquids while trapping odors on contact to form tight clumps, leaving virtually no stinky crumbles after scooping, making cleaning fast and easy. Made with a low dust and pet friendly formula, this cat litter helps keep surfaces cleaner and air clearer with your cat's health and happiness in mind. To refresh and maintain your litter box, every time you scoop just add more Fresh Step scented cat litter.",144.0,2.0
20,"Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food, Beef and Brown Rice 5-lb Trial Size Bag",$16.98,n/a,4.7 out of 5,6.0,6.0,"Formulated for the health and well-being of dogs, BLUE Life Protection Formula Dry Dog Food is made with the finest natural ingredients enhanced with vitamins and minerals. It contains the ingredients you’ll love feeding as much as they’ll love eating. BLUE Life Protection Formula dog food is a product of the Blue Buffalo company. Based in the United States, Blue Buffalo makes premium-quality pet foods featuring real meat, fruit and vegetables.",70.0,1.0
21,"Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food, Beef and Brown Rice 5-lb Trial Size Bag",$16.98,n/a,4.7 out of 5,6.0,6.0,"Formulated for the health and well-being of dogs, BLUE Life Protection Formula Dry Dog Food is made with the finest natural ingredients enhanced with vitamins and minerals. It contains the ingredients you’ll love feeding as much as they’ll love eating. BLUE Life Protection Formula dog food is a product of the Blue Buffalo company. Based in the United States, Blue Buffalo makes premium-quality pet foods featuring real meat, fruit and vegetables.",70.0,1.0
22,,,,,,,,,
23,Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food,$16.98,n/a,4.7 out of 5,6.0,6.0,"Formulated for the health and well-being of dogs, BLUE Life Protection Formula Dry Dog Food is made with the finest natural ingredients enhanced with vitamins and minerals. It contains the ingredients you’ll love feeding as much as they’ll love eating. BLUE Life Protection Formula dog food is a product of the Blue Buffalo company. Based in the United States, Blue Buffalo makes premium-quality pet foods featuring real meat, fruit and vegetables.",70.0,1.0
24,"Amazon Basics Unscented Standard Dog Poop Bags with Dispenser and Leash Clip, 13 x 9 Inches, Black - 20 Rolls (300 Bags)",$8.53,n/a,4.8 out of 5,5.0,6.0,"Product Description
Amazon Basics Unscented Standard Dog Poop Bags with Dispenser and Leash Clip, 13 x 9 Inches, Black - 20 Rolls (300 Bags)
From the Manufacturer
Amazon Basics",25.0,0.0
25,"Amazon Basics Dog Poop Bags with Dispenser and Leash Clip, 13 x 9 Inches, Unscented, Black - 300 Bags (20 Rolls)",$8.53,n/a,4.8 out of 5,5.0,6.0,"Product Description
Amazon Basics Unscented Standard Dog Poop Bags with Dispenser and Leash Clip, 13 x 9 Inches, Black - 20 Rolls (300 Bags)
From the Manufacturer
Amazon Basics",25.0,0.0
26,,,,,,,,,
27,"Amazon Basics Unscented Standard Dog Poop Bags with Dispenser and Leash Clip, 13 x 9 Inches, Black - 20 Rolls (300 Bags)",$8.53,n/a,4.8 out of 5,5.0,6.0,"Product Description
Amazon Basics Unscented Standard Dog Poop Bags with Dispenser and Leash Clip, 13 x 9 Inches, Black - 20 Rolls (300 Bags)
From the Manufacturer
Amazon Basics",25.0,0.0
28,"PetSafe ScoopFree Crystal Cat Litter Tray Refills - 3-Pack & 6-Pack - All Scents, Premium Blue, Lavender, Sensitive - for ScoopFree Self-Cleaning Cat Litter Boxes - Non-Clumping, Less Mess and Odor",$69.95,n/a,4.6 out of 5,5.0,3.0,"Each ScoopFree disposable Crystal Litter Tray is pre-filled with sensitive crystal litter thats free of perfumes and dyes, so all you have to do is load the tray in the litter box with no scooping, cleaning or refilling for weeks! These trays reduce mess in your home with a plastic lining to fight leaks, and with low-tracking crystals that stick inside the box instead of on your cats paws. Crystal litter absorbs urine and dries solid waste to quickly remove odors 5 times faster than clumping clay litter. When its time to clean up, just remove the disposable litter tray and throw it away. It doesnt get much easier than that! These replacement trays are compatible with ScoopFree self-cleaning cat litter boxes. Your pet deserves the best. Trust PetSafe to help keep your pet healthy, safe and happy.",137.0,1.0
29,"PetSafe ScoopFree Crystal Litter Tray Refills – Clear Crystals, 3-Pack – No Dyes, Fragrance-Free – Disposable Tray – Includes Leak Protection & Low Tracking Litter – Absorbs Odors on Contact",$69.95,n/a,4.6 out of 5,5.0,3.0,"Each ScoopFree disposable Crystal Litter Tray is pre-filled with sensitive crystal litter thats free of perfumes and dyes, so all you have to do is load the tray in the litter box with no scooping, cleaning or refilling for weeks! These trays reduce mess in your home with a plastic lining to fight leaks, and with low-tracking crystals that stick inside the box instead of on your cats paws. Crystal litter absorbs urine and dries solid waste to quickly remove odors 5 times faster than clumping clay litter. When its time to clean up, just remove the disposable litter tray and throw it away. It doesnt get much easier than that! These replacement trays are compatible with ScoopFree self-cleaning cat litter boxes. Your pet deserves the best. Trust PetSafe to help keep your pet healthy, safe and happy.",137.0,1.0
30,,,,,,,,,
31,"PetSafe ScoopFree Crystal Cat Litter Tray Refills - 3-Pack & 6-Pack - All Scents, Premium Blue, Lavender, Sensitive - for ScoopFree Self-Cleaning Cat Litter Boxes - Non-Clumping, Less Mess and Odor",$69.95,n/a,4.6 out of 5,5.0,3.0,"Each ScoopFree disposable Crystal Litter Tray is pre-filled with sensitive crystal litter thats free of perfumes and dyes, so all you have to do is load the tray in the litter box with no scooping, cleaning or refilling for weeks! These trays reduce mess in your home with a plastic lining to fight leaks, and with low-tracking crystals that stick inside the box instead of on your cats paws. Crystal litter absorbs urine and dries solid waste to quickly remove odors 5 times faster than clumping clay litter. When its time to clean up, just remove the disposable litter tray and throw it away. It doesnt get much easier than that! These replacement trays are compatible with ScoopFree self-cleaning cat litter boxes. Your pet deserves the best. Trust PetSafe to help keep your pet healthy, safe and happy.",137.0,1.0
32,Rocco & Roxie Stain & Odor Eliminator for Strong Odor - Enzyme-Powered Pet Odor Eliminator for Home - Carpet Stain Remover for Cats and Dog Pee - Enzymatic Cat Urine Destroyer - Carpet Cleaner Spray,$19.97,n/a,4.5 out of 5,6.0,5.0,no Description,0.0,0.0
33,Rocco & Roxie Stain & Odor Eliminator for Strong Odor - Enzyme-Powered Pet Odor Eliminator for Home - Carpet Stain Remover for Cats and Dog Pee - Enzymatic Cat Urine Destroyer - Carpet Cleaner Spray,$19.97,n/a,4.5 out of 5,6.0,5.0,no Description,0.0,0.0
34,,,,,,,,,
35,Rocco & Roxie Stain & Odor Eliminator for Strong Odor - Enzyme-Powered Pet Odor Eliminator for Home - Carpet Stain Remover for Cats and Dog Pee - Enzymatic Cat Urine Destroyer - Carpet Cleaner Spray,$19.97,n/a,4.5 out of 5,6.0,5.0,no Description,0.0,0.0
36,"TEMPTATIONS MIXUPS Crunchy and Soft Cat Treats Catnip Fever Flavor, 30 oz. Tub",$14.78,n/a,4.9 out of 5,7.0,0.0,"Reward your cat with scrumptious playtime cat snacks that are 100% nutritionally complete for adult cat maintenance and that help to control tartar. Featuring a tempting mix of flavors, such as chicken, catnip and cheese, TEMPTATIONS MixUps variety cat treats are a great-tasting playtime reward. They're the perfect size treats for cat toys, so try placing a few inside a treat dispenser toy and watch your cat chase and swat away. Plus, at only 2 low calories per treat, your feline friend can enjoy the crunchy outside and soft center anytime. America's #1 cat treat* is the perfect way to show your feline friend how much you care. (* Based on 2020 Nielsen sales data).",114.0,1.0
37,"Temptations Classic Crunchy and Soft Cat Treats, 30 Ounce and 48 Ounce Tubs",$14.78,n/a,4.9 out of 5,7.0,0.0,"Reward your cat with scrumptious playtime cat snacks that are 100% nutritionally complete for adult cat maintenance and that help to control tartar. Featuring a tempting mix of flavors, such as chicken, catnip and cheese, TEMPTATIONS MixUps variety cat treats are a great-tasting playtime reward. They're the perfect size treats for cat toys, so try placing a few inside a treat dispenser toy and watch your cat chase and swat away. Plus, at only 2 low calories per treat, your feline friend can enjoy the crunchy outside and soft center anytime. America's #1 cat treat* is the perfect way to show your feline friend how much you care. (* Based on 2020 Nielsen sales data).",114.0,1.0
38,,,,,,,,,
39,"TEMPTATIONS MIXUPS Crunchy and Soft Cat Treats Catnip Fever Flavor, 30 oz. Tub",$14.78,n/a,4.9 out of 5,7.0,0.0,"Reward your cat with scrumptious playtime cat snacks that are 100% nutritionally complete for adult cat maintenance and that help to control tartar. Featuring a tempting mix of flavors, such as chicken, catnip and cheese, TEMPTATIONS MixUps variety cat treats are a great-tasting playtime reward. They're the perfect size treats for cat toys, so try placing a few inside a treat dispenser toy and watch your cat chase and swat away. Plus, at only 2 low calories per treat, your feline friend can enjoy the crunchy outside and soft center anytime. America's #1 cat treat* is the perfect way to show your feline friend how much you care. (* Based on 2020 Nielsen sales data).",114.0,1.0
40,Greenies Original Teenie Natural Dental Dog Treats (5-15 lb. Dogs),$2.79,n/a,4.8 out of 5,7.0,0.0,"One GREENIES Original Dental Treat a day is all it takes for clean teeth, fresh breath, and a happy dog. Your dog can't wait to sink their teeth into these delicious, original-flavor dental dog chews because they feature a delightfully chewy texture that fights plaque and tartar. Irresistibly tasty and incredibly powerful, GREENIES Treats for Dogs are vet recommended for at-home dental care. Best of all, these natural dog treats are the perfect breath freshener to help fight bag dog breath and are made with highly soluble ingredients that are safe and easy to digest. Give your canine the mouth-wowing treat that helps promote their oral hygiene and overall health with GREENIES Dog Treats. Great for toy breeds and dogs between 5 and 15 pounds. Natural Dog Treats Plus Vitamins, Minerals and Other Nutrients.",133.0,2.0
41,"GREENIES Original TEENIE Natural Dog Dental Treats, 3 oz. Pack (11 Treats)",$2.79,n/a,4.8 out of 5,7.0,0.0,"One GREENIES Original Dental Treat a day is all it takes for clean teeth, fresh breath, and a happy dog. Your dog can't wait to sink their teeth into these delicious, original-flavor dental dog chews because they feature a delightfully chewy texture that fights plaque and tartar. Irresistibly tasty and incredibly powerful, GREENIES Treats for Dogs are vet recommended for at-home dental care. Best of all, these natural dog treats are the perfect breath freshener to help fight bag dog breath and are made with highly soluble ingredients that are safe and easy to digest. Give your canine the mouth-wowing treat that helps promote their oral hygiene and overall health with GREENIES Dog Treats. Great for toy breeds and dogs between 5 and 15 pounds. Natural Dog Treats Plus Vitamins, Minerals and Other Nutrients.",133.0,2.0
42,,,,,,,,,
43,Greenies Original Teenie Natural Dental Dog Treats (5-15 lb. Dogs),$2.79,n/a,4.8 out of 5,7.0,0.0,"One GREENIES Original Dental Treat a day is all it takes for clean teeth, fresh breath, and a happy dog. Your dog can't wait to sink their teeth into these delicious, original-flavor dental dog chews because they feature a delightfully chewy texture that fights plaque and tartar. Irresistibly tasty and incredibly powerful, GREENIES Treats for Dogs are vet recommended for at-home dental care. Best of all, these natural dog treats are the perfect breath freshener to help fight bag dog breath and are made with highly soluble ingredients that are safe and easy to digest. Give your canine the mouth-wowing treat that helps promote their oral hygiene and overall health with GREENIES Dog Treats. Great for toy breeds and dogs between 5 and 15 pounds. Natural Dog Treats Plus Vitamins, Minerals and Other Nutrients.",133.0,2.0
44,Good'N'Fun Triple Flavored Rawhide Kabobs for Dogs,$10.52,n/a,4.8 out of 5,6.0,1.0,"Good ‘n’ Fun brand offers a tasty variety of flavors that dogs love. These delicious chews are made from the finest ingredients, including real beef hide and real chicken, to create truly delightful, long-lasting treats your dog will love. Tails will be wagging for flavor-packed Good ‘n’ Fun Triple Flavor Kabobs, made with a savory combination of five flavors that dogs love most. These delicious chew treats are made from the finest beef hide and pork hide, then wrapped with real, savory chicken, wholesome duck and hearty chicken liver to create a truly delightful, long-lasting rawhide treat your dog will love. A good source of protein, Good ‘n’ Fun Triple Flavor Kabobs are a fun and delicious way to satisfy your dog’s natural urge to chew. The natural action of chewing also helps reduce tartar buildup. Give your dog one Good ‘n’ Fun Triple Flavor Kabob rawhide chew per day. For supervised consumption only. Select a chew slightly larger than your pet’s mouth. Discard chunks or fragments. Always provide plenty of fresh drinking water and visit your veterinarian regularly.",178.0,1.0
45,Good'N'Fun Triple Flavored Rawhide Kabobs for Dogs,$10.52,n/a,4.8 out of 5,6.0,1.0,"Good ‘n’ Fun brand offers a tasty variety of flavors that dogs love. These delicious chews are made from the finest ingredients, including real beef hide and real chicken, to create truly delightful, long-lasting treats your dog will love. Tails will be wagging for flavor-packed Good ‘n’ Fun Triple Flavor Kabobs, made with a savory combination of five flavors that dogs love most. These delicious chew treats are made from the finest beef hide and pork hide, then wrapped with real, savory chicken, wholesome duck and hearty chicken liver to create a truly delightful, long-lasting rawhide treat your dog will love. A good source of protein, Good ‘n’ Fun Triple Flavor Kabobs are a fun and delicious way to satisfy your dog’s natural urge to chew. The natural action of chewing also helps reduce tartar buildup. Give your dog one Good ‘n’ Fun Triple Flavor Kabob rawhide chew per day. For supervised consumption only. Select a chew slightly larger than your pet’s mouth. Discard chunks or fragments. Always provide plenty of fresh drinking water and visit your veterinarian regularly.",178.0,1.0
46,,,,,,,,,
47,Good'N'Fun Triple Flavored Rawhide Kabobs for Dogs,$10.52,n/a,4.8 out of 5,6.0,1.0,"Good ‘n’ Fun brand offers a tasty variety of flavors that dogs love. These delicious chews are made from the finest ingredients, including real beef hide and real chicken, to create truly delightful, long-lasting treats your dog will love. Tails will be wagging for flavor-packed Good ‘n’ Fun Triple Flavor Kabobs, made with a savory combination of five flavors that dogs love most. These delicious chew treats are made from the finest beef hide and pork hide, then wrapped with real, savory chicken, wholesome duck and hearty chicken liver to create a truly delightful, long-lasting rawhide treat your dog will love. A good source of protein, Good ‘n’ Fun Triple Flavor Kabobs are a fun and delicious way to satisfy your dog’s natural urge to chew. The natural action of chewing also helps reduce tartar buildup. Give your dog one Good ‘n’ Fun Triple Flavor Kabob rawhide chew per day. For supervised consumption only. Select a chew slightly larger than your pet’s mouth. Discard chunks or fragments. Always provide plenty of fresh drinking water and visit your veterinarian regularly.",178.0,1.0
48,"MidWest Homes for Pets Newly Enhanced Single & Double Door iCrate Dog Crate, Includes Leak-Proof Pan, Floor Protecting Feet, Divider Panel & New Patented Features",$35.29,n/a,4.7 out of 5,6.0,6.0,"The iCrate folding metal dog crate by MidWest Homes for Pets includes all of the features you will need to provide a convenient, safe & secure pet home for your best friend, from puppy to adulthood. This crate includes a divider panel allowing you to adjust the size of the living area as your puppy grows. The plastic leak-proof pan allows easy clean-up in the event of an accident. A strong plastic carrying handle is included for convenient portability, and rubber feet on the bottom of the crate protect the floors inside your home. We recently enhanced the safety and security of the iCrate crate by adding locking tips on the slide-bolt latches to securely lock the door and patented Paw Block, which prohibits your dog from tampering with the door lock from the inside. MidWest iCrate crates also feature patented rounded side clips that reduce possible sharp points to ensure a safe experience for you and your pet. Every iCrate metal dog crate conveniently folds down flat for travel. The 18"" iCrate (model 1518DD) measures 18L x 12W x 14H inches and is suitable for ""toy"" dog breeds. **Please note the term ""toy” breed is subjective. For the best fit, we advise that you check the measurements of the dog crate and select a size that will be suitable for your dog's ADULT weight and measurements. Your dog should be able to comfortably sit upright, lay down, and easily turn around inside the crate. When in doubt, we suggest you purchase a larger crate option. We at MidWest Homes for Pets understand that your dog is a part of your family; that's why we ensure our dog crates are manufactured with the highest quality control standards to create a safe and secure home for your pet. Assembly and safety instructions are included; please read all safety instructions prior to use.",310.0,1.0
49,"MidWest Homes for Pets Newly Enhanced Single & Double Door iCrate Dog Crate, Includes Leak-Proof Pan, Floor Protecting Feet, Divider Panel & New Patented Features",$35.29,n/a,4.7 out of 5,6.0,6.0,"The iCrate folding metal dog crate by MidWest Homes for Pets includes all of the features you will need to provide a convenient, safe & secure pet home for your best friend, from puppy to adulthood. This crate includes a divider panel allowing you to adjust the size of the living area as your puppy grows. The plastic leak-proof pan allows easy clean-up in the event of an accident. A strong plastic carrying handle is included for convenient portability, and rubber feet on the bottom of the crate protect the floors inside your home. We recently enhanced the safety and security of the iCrate crate by adding locking tips on the slide-bolt latches to securely lock the door and patented Paw Block, which prohibits your dog from tampering with the door lock from the inside. MidWest iCrate crates also feature patented rounded side clips that reduce possible sharp points to ensure a safe experience for you and your pet. Every iCrate metal dog crate conveniently folds down flat for travel. The 18"" iCrate (model 1518DD) measures 18L x 12W x 14H inches and is suitable for ""toy"" dog breeds. **Please note the term ""toy” breed is subjective. For the best fit, we advise that you check the measurements of the dog crate and select a size that will be suitable for your dog's ADULT weight and measurements. Your dog should be able to comfortably sit upright, lay down, and easily turn around inside the crate. When in doubt, we suggest you purchase a larger crate option. We at MidWest Homes for Pets understand that your dog is a part of your family; that's why we ensure our dog crates are manufactured with the highest quality control standards to create a safe and secure home for your pet. Assembly and safety instructions are included; please read all safety instructions prior to use.",310.0,1.0
50,,,,,,,,,
51,"MidWest Homes for Pets iCrate, Single Door & Double Door Dog Crates",$35.29,n/a,4.7 out of 5,6.0,6.0,"The iCrate folding metal dog crate by MidWest Homes for Pets includes all of the features you will need to provide a convenient, safe & secure pet home for your best friend, from puppy to adulthood. This crate includes a divider panel allowing you to adjust the size of the living area as your puppy grows. The plastic leak-proof pan allows easy clean-up in the event of an accident. A strong plastic carrying handle is included for convenient portability, and rubber feet on the bottom of the crate protect the floors inside your home. We recently enhanced the safety and security of the iCrate crate by adding locking tips on the slide-bolt latches to securely lock the door and patented Paw Block, which prohibits your dog from tampering with the door lock from the inside. MidWest iCrate crates also feature patented rounded side clips that reduce possible sharp points to ensure a safe experience for you and your pet. Every iCrate metal dog crate conveniently folds down flat for travel. The 18"" iCrate (model 1518DD) measures 18L x 12W x 14H inches and is suitable for ""toy"" dog breeds. **Please note the term ""toy” breed is subjective. For the best fit, we advise that you check the measurements of the dog crate and select a size that will be suitable for your dog's ADULT weight and measurements. Your dog should be able to comfortably sit upright, lay down, and easily turn around inside the crate. When in doubt, we suggest you purchase a larger crate option. We at MidWest Homes for Pets understand that your dog is a part of your family; that's why we ensure our dog crates are manufactured with the highest quality control standards to create a safe and secure home for your pet. Assembly and safety instructions are included; please read all safety instructions prior to use.",310.0,1.0
52,"Purina Friskies Gravy Wet Cat Food Variety Pack, TurChicken Extra Gravy Chunky, Meaty Bits & Shreds - (40) 5.5 oz. Cans",$28.48,n/a,4.7 out of 5,6.0,1.0,"Give your cat the nutrition she needs and the flavors she craves by feeding her a different meal each day, rotating between the four flavors in this Purina Friskies TurChicken adult wet cat food variety pack. These wet food varieties, including Meaty Bits Chicken Dinner in Gravy, Extra Gravy Chunky With Turkey in Savory Gravy, Shreds With Turkey andamp; Giblets in Gravy and Extra Gravy Chunky With Chicken in Savory Gravy, feature rich gravies and meaty chunks for meals full of texture, flavor and aroma. Feed these recipes exclusively, or let her try other varieties of Friskies wet or dry cat foods to give your furry family member even more menu options. Crafted with 100% complete and balanced nutrition, these varieties contain the vitamins and minerals your cat needs to flourish. Pop open a pull-tab can today, and watch her lick every savory morsel from the bowl at feeding time. You love your cat just as much as she loves you. Keep that love growing with the Friskies TurChicken variety pack.",170.0,1.0
53,Purina Friskies Canned Wet Cat Food 40 ct. Variety Packs,$28.48,n/a,4.7 out of 5,6.0,1.0,"Give your cat the nutrition she needs and the flavors she craves by feeding her a different meal each day, rotating between the four flavors in this Purina Friskies TurChicken adult wet cat food variety pack. These wet food varieties, including Meaty Bits Chicken Dinner in Gravy, Extra Gravy Chunky With Turkey in Savory Gravy, Shreds With Turkey andamp; Giblets in Gravy and Extra Gravy Chunky With Chicken in Savory Gravy, feature rich gravies and meaty chunks for meals full of texture, flavor and aroma. Feed these recipes exclusively, or let her try other varieties of Friskies wet or dry cat foods to give your furry family member even more menu options. Crafted with 100% complete and balanced nutrition, these varieties contain the vitamins and minerals your cat needs to flourish. Pop open a pull-tab can today, and watch her lick every savory morsel from the bowl at feeding time. You love your cat just as much as she loves you. Keep that love growing with the Friskies TurChicken variety pack.",170.0,1.0
54,,,,,,,,,
